,MinT,MaxT,MeanT,TotR,TotS
2020-03-11 00:00:00,,,,,
2020-03-12 00:00:00,,,,,
2020-03-13 00:00:00,,,,,
2020-03-14 00:00:00,,,,,
2020-03-15 00:00:00,,,,,
2020-03-16 00:00:00,,,,,
2020-03-17 00:00:00,,,,,
2020-03-18 00:00:00,,,,,
2020-03-19 00:00:00,,,,,
2020-03-20 00:00:00,,,,,
2020-03-21 00:00:00,,,,,
2020-03-22 00:00:00,,,,,
2020-03-23 00:00:00,,,,,
2020-03-24 00:00:00,,,,,
2020-03-25 00:00:00,,,,,
2020-03-26 00:00:00,,,,,
2020-03-27 00:00:00,,,,,
2020-03-28 00:00:00,,,,,
2020-03-29 00:00:00,,,,,
2020-03-30 00:00:00,,,,,
2020-03-31 00:00:00,,,,,
2020-04-01 00:00:00,,,,,
2020-04-02 00:00:00,,,,,
2020-04-03 00:00:00,,,,,
2020-04-04 00:00:00,,,,,
2020-04-05 00:00:00,,,,,
2020-04-06 00:00:00,,,,,
2020-04-07 00:00:00,,,,,
2020-04-08 00:00:00,,,,,
2020-04-09 00:00:00,,,,,
2020-04-10 00:00:00,,,,,
2020-04-11 00:00:00,,,,,
2020-04-12 00:00:00,,,,,
2020-04-13 00:00:00,,,,,
2020-04-14 00:00:00,,,,,
2020-04-15 00:00:00,,,,,
2020-04-16 00:00:00,,,,,
2020-04-17 00:00:00,,,,,
2020-04-18 00:00:00,,,,,
2020-04-19 00:00:00,,,,,
2020-04-20 00:00:00,,,,,
2020-04-21 00:00:00,,,,,
2020-04-22 00:00:00,,,,,
2020-04-23 00:00:00,,,,,
2020-04-24 00:00:00,,,,,
2020-04-25 00:00:00,,,,,
2020-04-26 00:00:00,,,,,
2020-04-27 00:00:00,,,,,
2020-04-28 00:00:00,,,,,
2020-04-29 00:00:00,,,,,
2020-04-30 00:00:00,,,,,
2020-05-01 00:00:00,,,,,
2020-05-02 00:00:00,,,,,
2020-05-03 00:00:00,,,,,
2020-05-04 00:00:00,,,,,
2020-05-05 00:00:00,,,,,
2020-05-06 00:00:00,,,,,
2020-05-07 00:00:00,,,,,
2020-05-08 00:00:00,,,,,
2020-05-09 00:00:00,,,,,
2020-05-10 00:00:00,,,,,
2020-05-11 00:00:00,,,,,
2020-05-12 00:00:00,,,,,
2020-05-13 00:00:00,,,,,
2020-05-14 00:00:00,,,,,
2020-05-15 00:00:00,,,,,
2020-05-16 00:00:00,,,,,
2020-05-17 00:00:00,,,,,
2020-05-18 00:00:00,,,,,
2020-05-19 00:00:00,,,,,
2020-05-20 00:00:00,,,,,
2020-05-21 00:00:00,,,,,
2020-05-22 00:00:00,,,,,
2020-05-23 00:00:00,,,,,
2020-05-24 00:00:00,,,,,
2020-05-25 00:00:00,,,,,
2020-05-26 00:00:00,,,,,
2020-05-27 00:00:00,,,,,
2020-05-28 00:00:00,,,,,
2020-05-29 00:00:00,,,,,
2020-05-30 00:00:00,,,,,
2020-05-31 00:00:00,,,,,
2020-06-01 00:00:00,,,,,
2020-06-02 00:00:00,,,,,
2020-06-03 00:00:00,,,,,
2020-06-04 00:00:00,,,,,
2020-06-05 00:00:00,,,,,
2020-06-06 00:00:00,,,,,
2020-06-07 00:00:00,,,,,
2020-06-08 00:00:00,,,,,
2020-06-09 00:00:00,,,,,
2020-06-10 00:00:00,,,,,
2020-06-11 00:00:00,,,,,
2020-06-12 00:00:00,,,,,
2020-06-13 00:00:00,,,,,
2020-06-14 00:00:00,,,,,
2020-06-15 00:00:00,,,,,
2020-06-16 00:00:00,,,,,
2020-06-17 00:00:00,,,,,
2020-06-18 00:00:00,,,,,
2020-06-19 00:00:00,,,,,
2020-06-20 00:00:00,,,,,
2020-06-21 00:00:00,,,,,
2020-06-22 00:00:00,,,,,
2020-06-23 00:00:00,,,,,
2020-06-24 00:00:00,,,,,
2020-06-25 00:00:00,,,,,
2020-06-26 00:00:00,,,,,
2020-06-27 00:00:00,,,,,
2020-06-28 00:00:00,,,,,
2020-06-29 00:00:00,,,,,
2020-06-30 00:00:00,,,,,
2020-07-01 00:00:00,,,,,
2020-07-02 00:00:00,,,,,
2020-07-03 00:00:00,,,,,
2020-07-04 00:00:00,,,,,
2020-07-05 00:00:00,,,,,
2020-07-06 00:00:00,,,,,
2020-07-07 00:00:00,,,,,
2020-07-08 00:00:00,,,,,
2020-07-09 00:00:00,,,,,
2020-07-10 00:00:00,,,,,
2020-07-11 00:00:00,,,,,
2020-07-12 00:00:00,,,,,
2020-07-13 00:00:00,,,,,
2020-07-14 00:00:00,,,,,
2020-07-15 00:00:00,,,,,
2020-07-16 00:00:00,,,,,
2020-07-17 00:00:00,,,,,
2020-07-18 00:00:00,,,,,
2020-07-19 00:00:00,,,,,
2020-07-20 00:00:00,,,,,
2020-07-21 00:00:00,,,,,
2020-07-22 00:00:00,,,,,
2020-07-23 00:00:00,,,,,
2020-07-24 00:00:00,,,,,
2020-07-25 00:00:00,,,,,
2020-07-26 00:00:00,,,,,
2020-07-27 00:00:00,,,,,
2020-07-28 00:00:00,,,,,
2020-07-29 00:00:00,,,,,
2020-07-30 00:00:00,,,,,
2020-07-31 00:00:00,,,,,
2020-08-01 00:00:00,,,,,
2020-08-02 00:00:00,,,,,
2020-08-03 00:00:00,,,,,
2020-08-04 00:00:00,,,,,
2020-08-05 00:00:00,,,,,
2020-08-06 00:00:00,,,,,
2020-08-07 00:00:00,,,,,
2020-08-08 00:00:00,,,,,
2020-08-09 00:00:00,,,,,
2020-08-10 00:00:00,,,,,
2020-08-11 00:00:00,,,,,
2020-08-12 00:00:00,,,,,
2020-08-13 00:00:00,,,,,
2020-08-14 00:00:00,,,,,
2020-08-15 00:00:00,,,,,
2020-08-16 00:00:00,,,,,
2020-08-17 00:00:00,,,,,
2020-08-18 00:00:00,,,,,
2020-08-19 00:00:00,,,,,
2020-08-20 00:00:00,,,,,
2020-08-21 00:00:00,,,,,
2020-08-22 00:00:00,,,,,
2020-08-23 00:00:00,,,,,
2020-08-24 00:00:00,,,,,
2020-08-25 00:00:00,,,,,
2020-08-26 00:00:00,,,,,
2020-08-27 00:00:00,,,,,
2020-08-28 00:00:00,,,,,
2020-08-29 00:00:00,,,,,
2020-08-30 00:00:00,,,,,
2020-08-31 00:00:00,,,,,
2020-09-01 00:00:00,,,,,
2020-09-02 00:00:00,,,,,
2020-09-03 00:00:00,,,,,
2020-09-04 00:00:00,,,,,
2020-09-05 00:00:00,,,,,
2020-09-06 00:00:00,,,,,
2020-09-07 00:00:00,,,,,
2020-09-08 00:00:00,,,,,
2020-09-09 00:00:00,,,,,
2020-09-10 00:00:00,,,,,
2020-09-11 00:00:00,,,,,
2020-09-12 00:00:00,,,,,
2020-09-13 00:00:00,,,,,
2020-09-14 00:00:00,,,,,
2020-09-15 00:00:00,,,,,
2020-09-16 00:00:00,,,,,
2020-09-17 00:00:00,,,,,
2020-09-18 00:00:00,,,,,
2020-09-19 00:00:00,,,,,
2020-09-20 00:00:00,,,,,
2020-09-21 00:00:00,,,,,
2020-09-22 00:00:00,,,,,
2020-09-23 00:00:00,,,,,
2020-09-24 00:00:00,,,,,
2020-09-25 00:00:00,,,,,
2020-09-26 00:00:00,,,,,
2020-09-27 00:00:00,,,,-0.1000,-0.1000
2020-09-28 00:00:00,,,,,
2020-09-29 00:00:00,,,,,
2020-09-30 00:00:00,,,,,
2020-10-01 00:00:00,,,,,
2020-10-02 00:00:00,,,,,
2020-10-03 00:00:00,,,,,
2020-10-04 00:00:00,,,,,
2020-10-05 00:00:00,,,,,
2020-10-06 00:00:00,,,,,
2020-10-07 00:00:00,,,,,
2020-10-08 00:00:00,,,,,
2020-10-09 00:00:00,,,,,
2020-10-10 00:00:00,,,,,
2020-10-11 00:00:00,,,,,
2020-10-12 00:00:00,,,,,
2020-10-13 00:00:00,,,,,
2020-10-14 00:00:00,,,,,
2020-10-15 00:00:00,,,,,
2020-10-16 00:00:00,,,,,
2020-10-17 00:00:00,,,,,
2020-10-18 00:00:00,,,,,
2020-10-19 00:00:00,,,,,
2020-10-20 00:00:00,,,,,
2020-10-21 00:00:00,,,,,
2020-10-22 00:00:00,,,,,
2020-10-23 00:00:00,,,,,
2020-10-24 00:00:00,,,,,
2020-10-25 00:00:00,,,,,
2020-10-26 00:00:00,,,,,
2020-10-27 00:00:00,,,,,
2020-10-28 00:00:00,,,,,
2020-10-29 00:00:00,,,,,
2020-10-30 00:00:00,,,,,
2020-10-31 00:00:00,,,,,
2020-11-01 00:00:00,,,,,
2020-11-02 00:00:00,,,,,
2020-11-03 00:00:00,,,,,
2020-11-04 00:00:00,,,,,
2020-11-05 00:00:00,,,,,
2020-11-06 00:00:00,,,,,
2020-11-07 00:00:00,,,,,
2020-11-08 00:00:00,,,,,
2020-11-09 00:00:00,,,,,
2020-11-10 00:00:00,,,,,
2020-11-11 00:00:00,,,,,
2020-11-12 00:00:00,,,,,
2020-11-13 00:00:00,,,,,
2020-11-14 00:00:00,,,,,
2020-11-15 00:00:00,,,,,
2020-11-16 00:00:00,,,,,
2020-11-17 00:00:00,,,,,
2020-11-18 00:00:00,,,,,
2020-11-19 00:00:00,,,,,
2020-11-20 00:00:00,,,,,
2020-11-21 00:00:00,,,,,
2020-11-22 00:00:00,,,,,
2020-11-23 00:00:00,,,,,
2020-11-24 00:00:00,,,,,
2020-11-25 00:00:00,,,,,
2020-11-26 00:00:00,,,,,
2020-11-27 00:00:00,,,,,
2020-11-28 00:00:00,,,,,
2020-11-29 00:00:00,,,,,
2020-11-30 00:00:00,,,,,
2020-12-01 00:00:00,,,,,
2020-12-02 00:00:00,,,,,
2020-12-03 00:00:00,,,,,
2020-12-04 00:00:00,,,,,
2020-12-05 00:00:00,,,,,
2020-12-06 00:00:00,,,,,
2020-12-07 00:00:00,,,,,
2020-12-08 00:00:00,,,,,
2020-12-09 00:00:00,,,,,
2020-12-10 00:00:00,,,,,
2020-12-11 00:00:00,,,,,
2020-12-12 00:00:00,,,,,
2020-12-13 00:00:00,,,,,
2020-12-14 00:00:00,,,,,
2020-12-15 00:00:00,,,,,
2020-12-16 00:00:00,,,,,
2020-12-17 00:00:00,,,,,
2020-12-18 00:00:00,,,,,
2020-12-19 00:00:00,,,,,
2020-12-20 00:00:00,,,,,
2020-12-21 00:00:00,,,,,
2020-12-22 00:00:00,,,,,
2020-12-23 00:00:00,,,,,
2020-12-24 00:00:00,,,,,
2020-12-25 00:00:00,,,,,
2020-12-26 00:00:00,,,,,
2020-12-27 00:00:00,,,,,
2020-12-28 00:00:00,,,,,
2020-12-29 00:00:00,,,,,
2020-12-30 00:00:00,,,,,
2020-12-31 00:00:00,,,,,
2020-02-05,-0.2200,4.8300,2.6970,0.0000,1.0104
2020-02-06,-3.8900,3.8300,1.1590,0.0000,1.0052
2020-02-07,0.2200,7.4400,3.6654,0.0000,1.2453
2020-02-08,-5.3900,6.2800,0.4135,0.0000,1.3129
2020-02-09,-5.3900,6.8900,,0.0000,1.4228
2020-02-10,1.0600,11.7200,6.7056,2.5400,0.9235
2020-02-11,1.0000,7.9400,4.6573,5.8400,0.9846
2020-02-12,0.6100,6.8300,3.4257,0.0000,1.3748
2020-02-13,-0.9400,8.7800,4.8432,0.0000,1.6180
2020-02-14,3.6700,10.0600,6.7101,0.0000,0.8699
2020-02-15,0.6700,11.3900,6.5154,0.0000,1.6935
2020-02-16,3.8300,12.3300,8.2126,0.0000,1.6650
2020-02-17,-0.2800,7.6100,,0.0000,0.9458
2020-02-18,-0.6700,11.7200,7.4051,0.7600,1.7189
2020-02-19,-2.5600,10.6100,3.4588,0.5100,1.0189
2020-02-20,2.2200,10.0600,5.4602,0.0000,1.8708
2020-02-21,-1.5600,7.7800,4.1513,3.0500,1.5270
2020-02-22,-3.7200,13.7800,5.1050,0.0000,2.0012
2020-02-23,6.3900,16.3300,11.0699,1.2700,0.7622
2020-02-24,4.2800,15.5600,7.7170,1.7800,2.0990
2020-02-25,2.7800,15.8300,8.7893,1.0200,1.3555
2020-02-26,2.2800,8.4400,5.8549,0.7600,0.8365
2020-02-27,1.8300,8.0000,4.7478,0.0000,1.8132
2020-02-28,-4.0600,7.0600,3.1693,0.2500,1.8195
2020-02-29,-4.1100,9.0000,4.4964,0.2500,1.0841
2020-03-01,2.7800,9.5000,6.1675,0.2500,0.7374
2020-03-02,5.6100,13.9400,9.4619,17.0200,2.1979
2020-03-03,5.1100,11.7800,7.8651,3.0500,0.9894
2020-03-04,-0.2200,9.9400,5.5999,0.0000,2.2742
2020-03-05,-3.5000,11.3300,4.7812,0.0000,2.4162
2020-03-06,4.2800,9.6100,6.2292,3.5600,1.4585
2020-03-07,3.4400,9.5600,6.2120,0.0000,1.5822
2020-03-08,-2.2200,10.0600,4.1355,0.0000,2.5618
2020-03-09,-3.9400,11.8900,3.8376,0.0000,2.3995
2020-03-10,1.8900,13.0000,8.7575,0.0000,2.8353
2020-03-11,7.8900,15.7200,10.7605,2.0300,0.9901
2020-03-12,7.2200,21.2800,14.1295,0.0000,3.0359
2020-03-13,2.1100,13.4400,,0.0000,1.6874
2020-03-14,-1.4400,10.8300,5.6587,0.0000,3.0399
2020-03-15,-6.5000,9.8300,3.2626,0.0000,2.9543
2020-03-16,-0.3300,13.9400,6.8906,0.0000,3.0387
2020-03-17,-3.0600,13.2800,,0.0000,1.8895
2020-03-18,0.0600,19.5000,8.8092,0.0000,2.9493
2020-03-19,-0.7200,20.5000,9.4887,0.0000,3.0746
2020-03-20,1.8300,21.1700,11.1181,0.0000,2.9635
